BALANCE,BALANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,CREDIT_UTILIZATION,PAYMENT_STRICTNESS,PURCHASES_MONTHLY,CASH_ADVANCE_MONTHLY,TRANSACTIONS_MONTHLY,CASH_ADVANCE_DEPENDENCY,INSTALLMENTS_RATIO,Cluster
-1.2052181828135593,-0.24943448080104266,-0.8100687325890296,-1.4471625356595503,-0.8244840480758351,-0.6451860005815018,-0.5255509710834134,-1.0300542567507889,-0.7661282666439779,-0.4290300485181278,-0.8906673735903238,-0.7514282191774646,-0.8566078713442781,1.417212428444184,0
0.9489176249415041,0.1343246710512249,0.7846025455675872,0.9260602243105087,1.0650331199443501,0.8859663905073446,0.23422689681747927,0.32864862334223044,0.3747756625824112,-1.5233734228874574,1.6972817273313439,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
0.824992579895208,0.5180838229034924,-0.8100687325890296,1.0102290424190807,-0.1192998791281338,0.48267725680784024,-0.5255509710834134,-0.03267845922905522,0.3747756625824112,0.564293529289007,-0.8906673735903238,0.16266262287412928,-0.8566078713442781,-0.9141429998095187,3
0.6246531900738913,-1.0169527845055772,-0.12328119525403941,1.0102290424190807,-4.161996346159989,-1.4083693050615822,-0.5255509710834134,-0.3819096630131597,-5.065592316315232,0.8911638075533159,0.3023722434636305,-0.8771088471159525,-0.5842545935598674,-0.9141429998095187,4
0.2712599653599899,0.5180838229034924,-0.8100687325890296,-1.2249092689515677,-0.06497945744306327,-0.22407341588791901,-0.5255509710834134,0.9055134171513415,0.3747756625824112,-1.100297975070406,-0.8906673735903238,-0.8771088471159525,-0.8566078713442781,-0.9141429998095187,3
0.6655618142119589,0.5180838229034924,-0.8100687325890296,-0.7305268501585123,0.38980518262428354,1.4945278493964502,-0.5255509710834134,1.6168044471875265,0.3747756625824112,0.8331576786234947,-0.8906673735903238,-0.1465387636792075,-0.8566078713442781,1.417212428444184,3
0.13973745307319124,0.5180838229034924,-0.8100687325890296,1.7273342908986054,1.3397887525901082,-0.38285260083165573,2.8934528534744284,-1.0085407742133603,0.3747756625824112,1.663989712739875,-0.8906673735903238,2.11750608182592,-0.8566078713442781,-0.6878200289349489,5
0.6693394387416488,0.5180838229034924,-0.8100687325890296,-0.4315922869552306,-0.06430439898892928,0.3588686771009768,-0.5255509710834134,1.164579816017403,0.3747756625824112,0.2843426583417196,-0.8906673735903238,0.16266262287412928,-0.8566078713442781,1.417212428444184,3
0.3784634562797204,0.5180838229034924,-0.8100687325890296,0.9260602243105087,-0.055849780066100994,-0.0421324461861491,-0.5255509710834134,-0.6453723055010909,0.3747756625824112,0.6175195941370888,-0.8906673735903238,-0.4221566293091385,-0.8566078713442781,-0.3729050450442393,3
-0.5611608009782971,-1.4007119363578449,-0.8100687325890296,1.4774785350849389,0.27430086694907163,-0.8915618975696469,-0.5255509710834134,-1.1363770615749518,0.3747756625824112,0.8135976221739863,-0.8906673735903238,-0.6344223538196446,-0.8566078713442781,-0.9141429998095187,0
0.49868744281240057,0.5180838229034924,-0.8100687325890296,-1.2249092689515677,0.22878477049129003,1.4173630723805766,-0.5255509710834134,1.7193370239762735,0.3747756625824112,0.649958063740213,-0.8906673735903238,0.16266262287412928,-0.8566078713442781,1.417212428444184,3
0.14252367389908607,-0.24943448080104266,-0.8100687325890296,-0.6020408223148984,-0.04024004860328144,-0.5637864801588139,-0.5255509710834134,-0.085382716578644,0.3747756625824112,0.8889049773803376,-0.8906673735903238,-0.3252209672663078,-0.8566078713442781,-0.9141429998095187,3
0.5779208414226172,0.5180838229034924,-0.8100687325890296,-0.10752298376075857,-0.13337467486403703,0.2973293458782902,0.329199985056047,0.45982574977752994,0.3747756625824112,1.2705032886345269,-0.8906673735903238,0.941989192416726,-0.8566078713442781,-0.39414335028190123,3
0.3306491551740732,0.5180838229034924,-0.8100687325890296,1.0102290424190807,0.4951758474572405,-0.2048750577998626,-0.2406351253715348,-0.7240271251652879,0.3747756625824112,1.0672569119386994,-0.8906673735903238,0.941989192416726,-0.8566078713442781,0.9592572916298706,3
0.8773767489878,0.5180838229034924,-0.12328119525403941,-0.10752298376075857,0.04294048109464466,0.8258321387685191,-0.5255509710834134,1.449976250722727,0.3747756625824112,-1.5233734228874574,0.5078684429883994,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
1.3291264592828003,0.5180838229034924,0.7846025455675872,1.088964415660946,0.6116694035201757,1.3952893010168201,-0.5255509710834134,1.314578342466159,0.3747756625824112,0.9270830249081179,1.274954378150692,0.09048524560250537,0.470362309964238,1.417212428444184,2
0.7327427881052181,-0.009585538562736815,0.5635063420809507,-0.10752298376075857,-0.40887478450537207,0.09921242435888451,-0.5255509710834134,0.9276872092831262,0.34030010812398,-1.5233734228874574,1.5192590350956292,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
-1.2029857364628131,-1.7844753095650043,-0.8100687325890296,-0.3298981072837772,-0.6791360157419327,-1.125988898954364,0.329199985056047,-1.1260511826260469,-0.384624463029018,0.3689891492391895,-0.8906673735903238,-0.1465387636792075,-0.8566078713442781,1.417212428444184,0
0.7124457667200514,0.5180838229034924,-0.8100687325890296,1.6812895704169326,0.5193320193503953,0.6116106259071119,-0.5255509710834134,-0.617213681753237,0.3747756625824112,0.3550194896695749,-0.8906673735903238,-0.06379491990870768,-0.8566078713442781,0.6498782337577268,3
1.0039752705897713,0.5180838229034924,-0.8100687325890296,0.24338558127480775,0.2115618327831257,2.45548534776331,-0.5255509710834134,1.3870562158196382,0.3747756625824112,0.24064057533044478,-0.8906673735903238,0.16266262287412928,-0.8566078713442781,1.417212428444184,3
0.7192904873871393,0.5180838229034924,-0.8100687325890296,-0.6020408223148984,-0.7618319434510588,2.45548534776331,-0.5255509710834134,1.622600397318569,-0.6025195192576412,-0.14766530265933578,-0.8906673735903238,-0.1465387636792075,-0.8566078713442781,1.417212428444184,3
1.2903901008942935,0.5180838229034924,1.1179876407561755,1.504895929593691,0.637745329459976,1.2146817427432708,-0.5255509710834134,0.6189306728822455,0.3747756625824112,1.6097566797367966,0.3441040957248115,2.64944182111163,-0.7781829882954864,-0.7492203006176031,2
-0.6302028257712118,-1.0169527845055772,-0.8100687325890296,-0.7305268501585123,0.7175740045157393,-1.0033302139705786,-0.5255509710834134,-0.9054995112899511,0.3747756625824112,0.5907537219216206,-0.8906673735903238,0.4836004741699408,-0.8566078713442781,1.417212428444184,0
1.033892315107963,-0.24943448080104266,1.8047751780911654,1.2326583675471219,1.591032192770077,1.1001329794002594,-0.5255509710834134,0.22981519924051258,0.3747756625824112,1.4087520289265048,1.7849072609921757,0.23189314903621247,0.615407317777819,-0.4785370291636194,2
1.2054826703586718,0.5180838229034924,0.7846025455675872,0.7380050340103981,0.3998891426682504,1.2134236779486272,-0.5255509710834134,1.3876295617705396,0.3747756625824112,-1.5233734228874574,0.8787874559640821,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
-0.5072800446975061,0.5180838229034924,-0.8100687325890296,-0.10752298376075857,-0.7839831712252032,-0.5287463035463229,-0.5255509710834134,-0.9696573071574838,-0.6605168807779342,0.2418065377124188,-0.8906673735903238,0.16266262287412928,-0.8566078713442781,1.417212428444184,3
0.6093166137912075,0.5180838229034924,0.965251297384551,-0.8002278311240781,0.10555241830042825,0.8114240907737718,-0.5255509710834134,1.5047908126665244,0.3747756625824112,-0.3992512807318827,0.3702569370393457,-0.7514282191774646,0.7361008363233026,-0.9141429998095187,1
-0.6556042380164404,0.5180838229034924,-0.8100687325890296,-1.4471625356595503,-0.8062514076337852,-0.5207840086225117,-0.5255509710834134,-0.713966767680348,-0.7186543924378624,-0.016668891058381555,-0.8906673735903238,0.16266262287412928,-0.8566078713442781,1.417212428444184,3
1.3479950900227455,0.5180838229034924,1.9971498061015729,1.4207232389403277,0.474185024552467,1.2097121681302891,-0.5255509710834134,0.9050250576499449,0.3747756625824112,0.2263448553357644,1.2631614313709825,-0.1465387636792075,1.0667154652427524,0.18512677323350082,2
-1.501788679665888,0.5180838229034924,-0.8100687325890296,0.9085065855612726,-0.9665161373356242,-0.5441521047452158,-0.5255509710834134,-1.1789638959097815,-1.131685930702749,-0.40808908955637274,-0.8906673735903238,-0.4221566293091385,-0.8566078713442781,1.417212428444184,0
1.610575369774853,0.5180838229034924,1.5658257893536787,1.6812895704169326,1.0842234700651074,1.7301625177132556,-0.5255509710834134,1.4694315465873093,0.3747756625824112,1.2418750085362424,1.4079026661470344,2.11750608182592,0.29790162055079217,0.6396872327053115,2
0.44573821074985664,0.5180838229034924,0.27846376004956097,0.7380050340103981,-0.09562038855275298,-0.1880084219799516,-0.5255509710834134,-0.4771756424086886,0.3747756625824112,0.8384850932124119,0.24143200492280126,1.6296224916854833,-0.5962378984693419,0.7252667047339785,3
1.3179384996506462,0.5180838229034924,0.5635063420809507,1.4207232389403277,0.5190697971744598,1.5250155884757097,-0.5255509710834134,0.8078256750393563,0.3747756625824112,0.14188325828576784,1.0052978832144606,-0.6344223538196446,0.9155200125683864,-0.9141429998095187,2
-0.6557389849627095,0.5180838229034924,-0.8100687325890296,-1.2249092689515677,-0.36046749164700825,-0.3895554921757303,0.500150176283939,-0.7898917885110757,0.3747756625824112,0.46902708115467906,-0.8906673735903238,0.09048524560250537,-0.8566078713442781,-0.9141429998095187,3
0.9954545760963054,-0.6331936326533102,-0.8100687325890296,1.4774785350849389,1.5397233433602002,2.45548534776331,-0.5255509710834134,-0.07209045052177553,0.3747756625824112,0.39489813986240174,-0.8906673735903238,0.29840804229324175,-0.8566078713442781,1.417212428444184,3
0.621569847637495,0.5180838229034924,-0.12328119525403941,-0.7305268501585123,-0.477163715369651,0.4913581798366914,-0.5255509710834134,1.4414456780555853,0.1555090744959067,-1.5233734228874574,0.025943352602256834,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
1.3666790261096518,0.5180838229034924,1.6520388347195412,1.2326583675471219,0.48772642437090485,1.3500555032152424,-0.5255509710834134,1.236730897818915,0.3747756625824112,-1.5233734228874574,1.8645759361675422,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
1.065204651046324,0.5180838229034924,1.2502938794159406,0.5155892617673918,0.4806001462402578,1.1588710809299336,-0.5255509710834134,1.201785934691141,0.3747756625824112,1.1206467711784007,1.150463914580176,1.5062290015000246,0.08260529801969824,-0.191021779455412,2
1.2825220750680661,0.5180838229034924,1.731347148489676,1.2326583675471219,0.31212585897619805,1.3733917602043018,-0.5255509710834134,0.9417727781265536,0.3747756625824112,-0.08014385392471443,1.3732704080014315,-0.7514282191774646,1.252554373697361,-0.9141429998095187,2
0.5421998775699388,-1.7844753095650043,1.1179876407561755,1.0102290424190807,2.0623226505164127,0.5862787122128589,0.6141158307679255,-0.49581031096330924,0.3747756625824112,0.6725384721995196,1.679744241785732,-0.3252209672663078,1.0951063282318942,-0.9141429998095187,2
0.16755447448522787,-0.6331936326533102,0.5635063420809507,-0.7305268501585123,0.8822536232033895,-0.11437953741017091,0.04428413934416839,0.07459612218159996,0.3747756625824112,-1.5233734228874574,1.40134381547057,-1.0128542665350648,1.3996197318282402,-0.9141429998095187,1
0.2509346665038124,0.1343246710512249,1.6520388347195412,-0.10752298376075857,0.3247840007496817,0.07192503909695865,-0.1456620371329671,-0.2538289341823131,0.3747756625824112,0.9001989250325023,1.2543297610212003,0.9860413415619986,0.4724796000134653,0.21640227428629846,2
