BALANCE,BALANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,CREDIT_UTILIZATION,PAYMENT_STRICTNESS,PURCHASES_MONTHLY,CASH_ADVANCE_MONTHLY,TRANSACTIONS_MONTHLY,CASH_ADVANCE_DEPENDENCY,INSTALLMENTS_RATIO,Cluster
40.900749,0.818182,0,1000.0,201.802084,139.509787,0.0,0.040900749,10.0901042,7.95,0.0,0.16666666666666666,0.0,1.0,0
3202.467416,0.909091,4,7000.0,4103.032597,1072.340217,0.222222,0.4574953451428571,205.15162985,0.0,536.9121235833334,0.0,1.0,0.0,1
2495.148862,1.0,0,7500.0,622.066742,627.284787,0.0,0.33268651493333334,31.103337099999997,64.43083333333333,0.0,1.0,0.0,0.0,3
1666.670542,0.636364,1,7500.0,0.0,50.00011626,0.0,0.22222273893333333,0.0,124.91666666666667,17.149001416666668,0.08333333333333333,0.12071179228613735,0.0,4
817.714335,1.0,0,1200.0,678.334763,244.791237,0.0,0.6814286125,33.91673815,1.3333333333333333,0.0,0.08333333333333333,0.0,0.0,3
1809.828751,1.0,0,1800.0,1400.05777,2407.246035,0.0,1.0054604172222221,70.0028885,111.10666666666667,0.0,0.6666666666666666,0.0,1.0,3
627.260806,1.0,0,13500.0,6354.314328,198.065894,1.0,0.046463763407407405,317.7157164,590.9175,0.0,5.333333333333333,0.0,0.09707784927676029,5
1823.652743,1.0,0,2300.0,679.065082,532.03399,0.0,0.7928924969565218,33.953254099999995,36.35,0.0,1.0,0.0,1.0,3
1014.926473,1.0,0,7000.0,688.278568,311.963409,0.0,0.14498949614285714,34.413928399999996,71.79083333333334,0.0,0.4166666666666667,0.0,0.23215591591312726,3
152.225975,0.545455,0,11000.0,1164.770591,100.302262,0.0,0.013838725,58.238529549999996,106.8,0.0,0.25,0.0,0.0,0
1293.124939,1.0,0,1200.0,1083.301007,2172.697765,0.0,1.0776041158333334,54.16505035,76.67666666666666,0.0,1.0,0.0,1.0,3
630.794744,0.818182,0,2000.0,705.618627,155.549069,0.0,0.315397372,35.280931349999996,124.34833333333334,0.0,0.5,0.0,0.0,3
1516.92862,1.0,0,3000.0,608.263689,490.207013,0.25,0.5056428733333334,30.41318445,268.1658333333333,0.0,2.1666666666666665,0.0,0.22304606291504947,3
921.693369,1.0,0,7500.0,1655.891435,251.137986,0.083333,0.12289244919999999,82.79457175,178.16083333333333,0.0,2.1666666666666665,0.0,0.8035670017259686,3
